2024-12-18 12:54:56,924 INFO    StreamThr :52421 [internal.py:wandb_internal():85] W&B internal server running at pid: 52421, started at: 2024-12-18 12:54:56.923633
2024-12-18 12:54:56,929 DEBUG   HandlerThread:52421 [handler.py:handle_request():158] handle_request: status
2024-12-18 12:54:56,936 INFO    WriterThread:52421 [datastore.py:open_for_write():87] open: /home/hous/Desktop/Kidney_Segmentation/wandb/run-20241218_125456-sk7xo0xe/run-sk7xo0xe.wandb
2024-12-18 12:54:56,938 DEBUG   SenderThread:52421 [sender.py:send():391] send: header
2024-12-18 12:54:56,940 DEBUG   SenderThread:52421 [sender.py:send():391] send: run
2024-12-18 12:54:57,627 INFO    SenderThread:52421 [dir_watcher.py:__init__():211] watching files in: /home/hous/Desktop/Kidney_Segmentation/wandb/run-20241218_125456-sk7xo0xe/files
2024-12-18 12:54:57,627 INFO    SenderThread:52421 [sender.py:_start_run_threads():1200] run started: sk7xo0xe with start time 1734522896.923712
2024-12-18 12:54:57,633 DEBUG   HandlerThread:52421 [handler.py:handle_request():158] handle_request: check_version
2024-12-18 12:54:57,633 DEBUG   SenderThread:52421 [sender.py:send_request():418] send_request: check_version
2024-12-18 12:55:00,668 DEBUG   HandlerThread:52421 [handler.py:handle_request():158] handle_request: run_start
2024-12-18 12:55:00,673 DEBUG   HandlerThread:52421 [system_info.py:__init__():26] System info init
2024-12-18 12:55:00,673 DEBUG   HandlerThread:52421 [system_info.py:__init__():41] System info init done
2024-12-18 12:55:00,673 INFO    HandlerThread:52421 [system_monitor.py:start():194] Starting system monitor
2024-12-18 12:55:00,673 INFO    SystemMonitor:52421 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-18 12:55:00,673 INFO    HandlerThread:52421 [system_monitor.py:probe():214] Collecting system info
2024-12-18 12:55:00,674 INFO    SystemMonitor:52421 [interfaces.py:start():188] Started cpu monitoring
2024-12-18 12:55:00,674 INFO    SystemMonitor:52421 [interfaces.py:start():188] Started disk monitoring
2024-12-18 12:55:00,675 INFO    SystemMonitor:52421 [interfaces.py:start():188] Started gpu monitoring
2024-12-18 12:55:00,676 INFO    SystemMonitor:52421 [interfaces.py:start():188] Started memory monitoring
2024-12-18 12:55:00,676 INFO    SystemMonitor:52421 [interfaces.py:start():188] Started network monitoring
2024-12-18 12:55:00,686 DEBUG   HandlerThread:52421 [system_info.py:probe():152] Probing system
2024-12-18 12:55:00,687 DEBUG   HandlerThread:52421 [system_info.py:_probe_git():137] Probing git
2024-12-18 12:55:00,690 DEBUG   HandlerThread:52421 [system_info.py:_probe_git():145] Probing git done
2024-12-18 12:55:00,690 DEBUG   HandlerThread:52421 [system_info.py:probe():200] Probing system done
