2024-12-04 17:08:44,316 INFO    StreamThr :14144 [internal.py:wandb_internal():85] W&B internal server running at pid: 14144, started at: 2024-12-04 17:08:44.315798
2024-12-04 17:08:44,317 DEBUG   HandlerThread:14144 [handler.py:handle_request():158] handle_request: status
2024-12-04 17:08:44,328 INFO    WriterThread:14144 [datastore.py:open_for_write():87] open: /home/hous/Desktop/Kidney_Segmentation/wandb/run-20241204_170844-jwim0jde/run-jwim0jde.wandb
2024-12-04 17:08:44,329 DEBUG   SenderThread:14144 [sender.py:send():391] send: header
2024-12-04 17:08:44,333 DEBUG   SenderThread:14144 [sender.py:send():391] send: run
2024-12-04 17:08:44,945 INFO    SenderThread:14144 [dir_watcher.py:__init__():211] watching files in: /home/hous/Desktop/Kidney_Segmentation/wandb/run-20241204_170844-jwim0jde/files
2024-12-04 17:08:44,945 INFO    SenderThread:14144 [sender.py:_start_run_threads():1200] run started: jwim0jde with start time 1733328524.326659
2024-12-04 17:08:44,952 DEBUG   HandlerThread:14144 [handler.py:handle_request():158] handle_request: check_version
2024-12-04 17:08:44,952 DEBUG   SenderThread:14144 [sender.py:send_request():418] send_request: check_version
2024-12-04 17:08:45,304 DEBUG   HandlerThread:14144 [handler.py:handle_request():158] handle_request: run_start
2024-12-04 17:08:45,311 DEBUG   HandlerThread:14144 [system_info.py:__init__():26] System info init
2024-12-04 17:08:45,311 DEBUG   HandlerThread:14144 [system_info.py:__init__():41] System info init done
2024-12-04 17:08:45,311 INFO    HandlerThread:14144 [system_monitor.py:start():194] Starting system monitor
2024-12-04 17:08:45,311 INFO    SystemMonitor:14144 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-04 17:08:45,311 INFO    HandlerThread:14144 [system_monitor.py:probe():214] Collecting system info
2024-12-04 17:08:45,312 INFO    SystemMonitor:14144 [interfaces.py:start():188] Started cpu monitoring
2024-12-04 17:08:45,312 INFO    SystemMonitor:14144 [interfaces.py:start():188] Started disk monitoring
2024-12-04 17:08:45,312 INFO    SystemMonitor:14144 [interfaces.py:start():188] Started gpu monitoring
2024-12-04 17:08:45,313 INFO    SystemMonitor:14144 [interfaces.py:start():188] Started memory monitoring
2024-12-04 17:08:45,313 INFO    SystemMonitor:14144 [interfaces.py:start():188] Started network monitoring
2024-12-04 17:08:45,327 DEBUG   HandlerThread:14144 [system_info.py:probe():152] Probing system
2024-12-04 17:08:45,328 DEBUG   HandlerThread:14144 [system_info.py:_probe_git():137] Probing git
2024-12-04 17:08:45,332 DEBUG   HandlerThread:14144 [system_info.py:_probe_git():145] Probing git done
2024-12-04 17:08:45,332 DEBUG   HandlerThread:14144 [system_info.py:probe():200] Probing system done
2024-12-04 17:08:45,332 DEBUG   HandlerThread:14144 [system_monitor.py:probe():223] {'os': 'Linux-6.8.0-49-generic-x86_64-with-glibc2.35', 'python': '3.10.9', 'heartbeatAt': '2024-12-04T16:08:45.327719', 'startedAt': '2024-12-04T16:08:44.312599', 'docker': None, 'cuda': None, 'args': ('--dataset', 'KiTS19', '--img_size', '224', '--batch_size', '8', '--max_epochs', '100'), 'state': 'running', 'program': '/home/hous/Desktop/Kidney_Segmentation/TransUNet/train.py', 'codePathLocal': 'TransUNet/train.py', 'codePath': 'TransUNet/train.py', 'git': {'remote': 'https://github.com/Houssem-Ben-Salem/Kidney_Segmentation.git', 'commit': '51e158f300f5b3ccee4baf04d6cb5ed43ab0b531'}, 'email': '93081419+Houssem-Ben-Salem@users.noreply.github.com', 'root': '/home/hous/Desktop/Kidney_Segmentation', 'host': 'HOUS-GF63-Thin-10SCSR', 'username': 'hous', 'executable': '/home/hous/anaconda3/envs/torch/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4.222083333333334, 'min': 800.0, 'max': 5000.0}, 'cpu_freq_per_core': [{'current': 4.2, 'min': 800.0, 'max': 5000.0}, {'current': 4.197, 'min': 800.0, 'max': 5000.0}, {'current': 4.199, 'min': 800.0, 'max': 5000.0}, {'current': 4.199, 'min': 800.0, 'max': 5000.0}, {'current': 4.2, 'min': 800.0, 'max': 5000.0}, {'current': 4.199, 'min': 800.0, 'max': 5000.0}, {'current': 4.205, 'min': 800.0, 'max': 5000.0}, {'current': 4.2, 'min': 800.0, 'max': 5000.0}, {'current': 4.199, 'min': 800.0, 'max': 5000.0}, {'current': 4.199, 'min': 800.0, 'max': 5000.0}, {'current': 4.2, 'min': 800.0, 'max': 5000.0}, {'current': 4.196, 'min': 800.0, 'max': 5000.0}], 'disk': {'/': {'total': 467.8899917602539, 'used': 417.58916091918945}}, 'gpu': 'NVIDIA GeForce GTX 1650 Ti with Max-Q Design', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1650 Ti with Max-Q Design', 'memory_total': 4294967296}], 'memory': {'total': 23.235435485839844}}
2024-12-04 17:08:45,332 INFO    HandlerThread:14144 [system_monitor.py:probe():224] Finished collecting system info
2024-12-04 17:08:45,332 INFO    HandlerThread:14144 [system_monitor.py:probe():227] Publishing system info
2024-12-04 17:08:45,332 DEBUG   HandlerThread:14144 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-12-04 17:08:45,946 INFO    Thread-12 :14144 [dir_watcher.py:_on_file_created():271] file/dir created: /home/hous/Desktop/Kidney_Segmentation/wandb/run-20241204_170844-jwim0jde/files/conda-environment.yaml
2024-12-04 17:08:57,375 DEBUG   HandlerThread:14144 [system_info.py:_save_conda():224] Saving conda packages done
2024-12-04 17:08:57,375 INFO    HandlerThread:14144 [system_monitor.py:probe():229] Finished publishing system info
2024-12-04 17:08:57,390 DEBUG   HandlerThread:14144 [handler.py:handle_request():158] handle_request: status_report
2024-12-04 17:08:57,391 DEBUG   HandlerThread:14144 [handler.py:handle_request():158] handle_request: keepalive
2024-12-04 17:08:57,391 DEBUG   HandlerThread:14144 [handler.py:handle_request():158] handle_request: status_report
2024-12-04 17:08:57,391 DEBUG   HandlerThread:14144 [handler.py:handle_request():158] handle_request: keepalive
2024-12-04 17:08:57,391 DEBUG   SenderThread:14144 [sender.py:send():391] send: files
2024-12-04 17:08:57,391 INFO    SenderThread:14144 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-12-04 17:08:57,809 DEBUG   HandlerThread:14144 [handler.py:handle_request():158] handle_request: python_packages
2024-12-04 17:08:57,810 DEBUG   SenderThread:14144 [sender.py:send_request():418] send_request: python_packages
2024-12-04 17:08:57,810 DEBUG   HandlerThread:14144 [handler.py:handle_request():158] handle_request: stop_status
2024-12-04 17:08:57,810 DEBUG   HandlerThread:14144 [handler.py:handle_request():158] handle_request: internal_messages
2024-12-04 17:08:57,811 DEBUG   SenderThread:14144 [sender.py:send_request():418] send_request: stop_status
2024-12-04 17:08:57,949 INFO    Thread-12 :14144 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/hous/Desktop/Kidney_Segmentation/wandb/run-20241204_170844-jwim0jde/files/conda-environment.yaml
